ID_PERSONA,ENT,SEXO,EDAD,NIVACAD,ALFABET,INGTRMEN,HORTRA,CONACT,SITTRA,ENT_PAIS_TRAB,AGUINALDO,VACACIONES,SERVICIO_MEDICO,UTILIDADES,INCAP_SUELDO,SAR_AFORE,CREDITO_VIVIENDA
28021000000800003,28,3,54,11,1,12000,40,10,1,28,1,3,5,8,1,4,6
32003000002700002,32,1,23,3,1,6450,50,10,2,32,2,4,6,8,2,4,6
30161000006000001,30,1,40,2,1,4300,30,10,3,30,1,4,6,8,2,4,6
6007000072500004,6,1,26,3,1,10750,60,10,1,6,1,3,5,7,1,3,5
14039000501700002,14,3,42,4,1,6450,48,10,1,14,1,4,6,8,2,4,6
23005000293800003,23,3,40,3,1,6000,30,10,1,23,1,3,5,7,1,3,5
31005000039400003,31,1,31,3,1,7740,60,10,1,31,1,3,5,7,1,3,5
19039000167400007,19,1,34,4,1,17200,40,10,1,19,1,3,5,7,1,3,5
31053000015000001,31,1,47,2,1,4730,48,10,1,31,1,3,5,8,2,4,5
14023000008300001,14,3,33,11,1,6020,48,10,1,14,1,3,5,7,1,3,5
20079000027000003,20,3,56,3,1,2580,44,10,1,20,1,4,6,8,2,4,6
14035000133600002,14,3,43,2,1,2150,30,10,1,14,2,4,6,8,2,4,6
15074000133400005,15,1,33,2,1,6020,55,10,2,9,2,4,6,8,2,4,6
2005000097000001,2,1,50,2,1,10750,48,10,1,2,2,4,6,8,2,4,6
16108000159100005,16,1,25,4,1,5590,48,10,1,16,2,4,6,8,2,4,6
4003000120800001,4,1,33,11,1,17000,60,10,1,4,1,3,5,7,1,3,5
30113000102100001,30,1,45,2,1,4300,77,10,2,30,2,4,6,8,2,4,6
15057000410500008,15,1,25,4,1,4300,48,10,1,15,2,4,6,8,2,4,6
21065000013100003,21,1,20,4,1,1075,48,10,1,21,2,4,6,8,2,4,6
30078000060300002,30,3,21,4,1,3010,50,10,3,30,2,4,6,8,2,4,6
31067000004500001,31,1,70,1,3,2580,24,10,3,31,1,4,6,8,2,4,6
31038000068400002,31,1,30,3,1,5590,48,10,1,31,2,4,6,8,2,4,6
12034000136200001,12,1,16,2,3,1290,20,10,2,12,2,4,6,8,2,4,6
25018000213700001,25,1,21,11,1,5000,24,15,1,25,1,3,5,7,1,3,5
17015000059500004,17,3,68,2,1,3010,30,16,3,17,1,4,6,8,2,4,6
16103000139100003,16,1,44,2,1,4300,24,10,2,16,2,4,6,8,2,4,6
10005000406800004,10,1,41,3,1,6880,40,10,1,10,1,3,5,7,1,3,5
