500,5mil,50mil,500mil,2500mil
2.5516068,1.3147433,0.1480581,1.4402083,5.8525184
0.004329,0.0154831,0.1358924,0.954673,13.4471475
0.0069818,0.0556767,0.1355564,1.3498896,12.9732394
0.0057921,0.0132694,0.1598744,1.1631146,14.781399
0.0031178,0.0147842,0.1135664,0.986181,12.5072801
0.5143655,0.28279134,0.13858954,1.1788133,11.91231688
