Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),-93.67604773801185,4942.581126877381,-0.018952859919407008,0.984887130071596,-9807.140289300825,9619.788193824801
SEXO: 3,-2904.7064415068216,736.5817869863884,-3.9434947928742354,9.313852061248283e-5,-4352.282245568322,-1457.1306374453216
EDAD,76.7481113601083,27.083173759193585,2.8337931160691823,0.004807220666458417,23.522593537568838,129.97362918264776
NIVACAD: 1,-556.6363283858607,5071.103800981406,-0.10976630537086135,0.9126437556537087,-10522.68122914125,9409.408572369528
NIVACAD: 2,1714.2987839362938,2851.7191899441186,0.6011457193896734,0.5480462915056104,-3890.0750578747748,7318.672625747363
NIVACAD: 3,3509.6066774306205,2997.3255940856493,1.1709127244486914,0.24225490024348822,-2380.921819946993,9400.135174808234
NIVACAD: 4,3702.306689314028,3064.47167182462,1.2081386567719956,0.2276298585333549,-2320.1814073773853,9724.794786005441
NIVACAD: 5,3404.1884847880224,3617.9642155923084,0.9409127017113716,0.3472555292731251,-3706.0571810453534,10514.434150621399
NIVACAD: 6,-8979.98280931127,7886.886870810171,-1.1385966296215952,0.25547856682388353,-24479.777679702354,6519.812061079816
NIVACAD: 7,-1828.0864420234439,7732.336607530157,-0.23642095977083522,0.8132138479488915,-17024.149635107096,13367.97675106021
NIVACAD: 8,5990.575988697123,4564.670141018305,1.3123787269677105,0.19006285413949262,-2980.1943539888034,14961.346331383049
NIVACAD: 10,10528.690750993126,3597.6661973868513,2.9265335284970555,0.003601571826032217,3458.3359982175325,17599.04550376872
NIVACAD: 11,9872.493070406666,3062.569159475212,3.223598409153435,0.0013581693518301369,3853.743907928111,15891.242232885223
NIVACAD: 12,9570.569199514177,4001.4110379370823,2.391798570248424,0.01717655706185592,1706.7502686649223,17434.388130363433
NIVACAD: 13,8788.02139260363,4150.181869753737,2.1175027187724407,0.0347663062640885,631.8288784093502,16944.21390679791
NIVACAD: 14,7869.038269870548,7680.676495753429,1.0245241124556232,0.3061394347835019,-7225.4992961010585,22963.575835842155
HORTRA,27.032803593440597,19.629249340957333,1.3771695047469497,0.16914601341847463,-11.543803783881202,65.6094109707624
ENT_PAIS_TRAB: 2,-1532.3400629720568,4739.0433486907295,-0.32334375320609826,0.7465854609879727,-10845.799351763919,7781.119225819806
ENT_PAIS_TRAB: 3,7065.954716826606,7877.768880715518,0.8969487203570795,0.3702269434405042,-8415.920918965028,22547.830352618243
ENT_PAIS_TRAB: 4,6061.983189978071,6153.419454191016,0.9851405767323942,0.32508557584280284,-6031.094960341228,18155.06134029737
ENT_PAIS_TRAB: 5,2468.435152583963,4255.020959750437,0.5801229126562846,0.5621227349447728,-5893.793585530491,10830.663890698417
ENT_PAIS_TRAB: 6,2187.9786889498155,4406.484633171948,0.49653609874836413,0.619759225342205,-6471.915770355357,10847.873148254988
ENT_PAIS_TRAB: 7,-2540.5837111553537,3808.0511066153936,-0.6671611383423454,0.5050119262404034,-10024.399819505492,4943.232397194785
ENT_PAIS_TRAB: 8,-577.6435973892102,4474.46330894302,-0.12909785096118356,0.8973380306669574,-9371.133928839077,8215.846734060658
ENT_PAIS_TRAB: 9,-547.4807980801783,3898.9373466974907,-0.1404179522258571,0.8883927442544166,-8209.912132043273,7114.950535882917
ENT_PAIS_TRAB: 10,-84.72577706611648,4591.769444418591,-0.0184516618466336,0.985286735625577,-9108.753336536714,8939.301782404482
ENT_PAIS_TRAB: 11,3290.548480050163,4215.499612719771,0.7805832718193882,0.43545895659261613,-4994.010477577893,11575.10743767822
ENT_PAIS_TRAB: 12,190.96830615046278,3959.412614255062,0.048231473896638136,0.9615532128502773,-7590.312740915983,7972.249353216909
ENT_PAIS_TRAB: 13,1346.1273259675593,4391.492286861687,0.30653072760593386,0.7593426818747965,-7284.303252817791,9976.55790475291
ENT_PAIS_TRAB: 14,-228.09211160763917,3799.765246556001,-0.06002794825663911,0.9521600835741897,-7695.624338453064,7239.440115237787
ENT_PAIS_TRAB: 15,1674.0452685956632,3737.122912996779,0.4479502835654006,0.6544051339798151,-5670.37839383456,9018.468931025885
ENT_PAIS_TRAB: 16,721.1130203892407,3857.5025026079797,0.18693779716324505,0.8517938412629735,-6859.888011048406,8302.114051826888
ENT_PAIS_TRAB: 17,-757.4069909797925,4394.317418694045,-0.17236055542043377,0.8632317426763099,-9393.38969249755,7878.575710537965
ENT_PAIS_TRAB: 18,-712.6427685627838,4974.041629820108,-0.14327237719330413,0.8861393452902119,-10487.935124325682,9062.649587200114
ENT_PAIS_TRAB: 19,4844.202171969139,4140.578793480949,1.169933580202844,0.24264833106630598,-3293.1177864510964,12981.522130389374
ENT_PAIS_TRAB: 20,-1273.1477118404098,3763.398176645567,-0.33829737170548496,0.7352972314896038,-8669.20913748351,6122.913713802692
ENT_PAIS_TRAB: 21,-893.3981098548672,3717.040979110041,-0.24035196675952994,0.8101671104762984,-8198.355521412745,6411.5593017030105
ENT_PAIS_TRAB: 22,2611.0199977626266,4213.4382421461,0.6196886836135785,0.5357771015763788,-5669.487827705538,10891.527823230792
ENT_PAIS_TRAB: 23,-3137.2240389941726,4473.285895833668,-0.7013242864526326,0.4834639815777769,-11928.400445828209,5653.952367839864
ENT_PAIS_TRAB: 24,-694.6912054441568,4052.899615298079,-0.1714059738420302,0.8639817782101048,-8659.69865342777,7270.316242539455
ENT_PAIS_TRAB: 25,-2206.102885822206,4324.992183047171,-0.5100825140146028,0.6102442997765172,-10705.843372956879,6293.637601312465
ENT_PAIS_TRAB: 26,1412.3804252924367,4012.9629986369405,0.3519545098651973,0.7250375002379865,-6474.141128801144,9298.901979386017
ENT_PAIS_TRAB: 27,-781.048522591976,4479.9937566040535,-0.17434143104342856,0.8616757208802195,-9585.407629731366,8023.310584547413
ENT_PAIS_TRAB: 28,-501.94614199488547,4498.127951721297,-0.11159000975123572,0.9111983599325625,-9341.943684053025,8338.051400063254
ENT_PAIS_TRAB: 29,-486.878825959865,4025.699718545667,-0.12094265841957927,0.903790556565642,-8398.431364919925,7424.673713000195
ENT_PAIS_TRAB: 30,-1219.5304628250549,3734.7758802650155,-0.3265337738923489,0.7441726923063887,-8559.341592263196,6120.2806666130855
ENT_PAIS_TRAB: 31,-642.4812308806332,3874.8293772237403,-0.1658089088147055,0.8683819672391172,-8257.534101363068,6972.5716396018015
ENT_PAIS_TRAB: 32,-1446.2753519762516,4063.515958144908,-0.3559172319915069,0.7220697136088379,-9432.146689488773,6539.59598553627
SITTRA: 2,-2058.1998195237247,1057.80473628701,-1.9457275515216463,0.052311102822469875,-4137.062708512084,20.663069464634646
SITTRA: 3,-2104.720211317087,1115.830079997918,-1.886237204970325,0.05990810524249845,-4297.618072473194,88.17764983901998
ALFABET: 3,895.6009191918783,2216.868673712104,0.4039936735143683,0.6864097192927694,-3461.1256650711293,5252.327503454886
