ID_PERSONA,ENT,SEXO,EDAD,NIVACAD,ALFABET,INGTRMEN,HORTRA,CONACT,SITTRA,ENT_PAIS_TRAB,AGUINALDO,VACACIONES,SERVICIO_MEDICO,UTILIDADES,INCAP_SUELDO,SAR_AFORE,CREDITO_VIVIENDA
32010000047000005,32,3,19,4,1,4300,48,10,1,32,1,3,5,7,1,3,5
15082000209300001,15,1,52,2,1,4300,50,10,1,15,2,4,6,8,2,4,6
15046000136800003,15,3,40,3,1,0,55,10,1,15,1,4,6,8,2,4,6
9017000098600004,9,1,35,3,1,10750,48,10,1,9,1,3,5,7,1,3,5
20360000110400002,20,1,49,2,1,1935,32,10,1,20,2,4,6,8,2,4,6
15042000161400002,15,3,26,4,1,4300,48,10,1,15,2,4,6,8,2,4,6
8060000015000002,8,1,26,4,1,12900,24,10,1,8,1,4,5,8,2,3,5
21061000044700003,21,1,23,3,1,4300,49,10,1,26,2,4,6,8,2,4,6
8040000133100001,8,1,51,2,1,10000,24,10,1,8,2,4,6,8,2,4,6
30044000233600010,30,1,33,4,1,8600,78,10,1,30,2,4,5,8,1,3,5
21132000304500005,21,1,27,3,1,5160,60,10,2,21,2,4,6,8,2,4,6
30073000091600002,30,1,25,11,1,8000,50,10,1,30,2,4,5,8,2,4,6
21148000198300001,21,3,63,2,3,2580,30,10,2,21,2,4,6,8,2,4,6
20104000010800002,20,1,20,4,1,4500,40,15,1,20,2,4,5,8,2,4,6
19039000220800003,19,3,24,11,1,4300,12,10,1,19,1,3,5,8,1,4,5
32017000103500003,32,1,16,3,1,4300,65,10,1,32,2,4,6,8,2,4,6
29040000019500002,29,3,55,3,1,3010,0,20,1,29,2,4,6,8,2,4,6
15109000915500004,15,1,28,3,1,17200,58,10,1,15,2,4,6,8,2,4,6
21119000151100002,21,1,23,3,1,3440,60,10,1,21,1,4,5,8,2,3,5
20386000132600007,20,1,24,3,1,6450,60,10,1,2,2,4,6,8,2,4,6
25011000300800004,25,3,48,2,1,3870,42,10,3,25,2,4,6,8,2,4,6
29026000078900001,29,1,38,3,1,3440,70,10,1,29,2,4,6,8,2,4,6
24035000424400001,24,3,31,11,1,18000,40,10,1,24,1,3,5,7,1,3,5
20362000024500003,20,3,22,4,1,3600,50,10,1,20,2,4,6,8,2,4,6
29001000067200003,29,3,45,11,1,10000,30,10,1,29,1,3,5,8,1,3,5
21130000028300001,21,3,28,11,1,7310,72,10,1,21,2,4,6,8,2,4,6
2002000489900001,2,1,55,2,1,8600,48,10,1,2,1,3,5,7,1,3,5
14077000114400004,14,1,23,11,1,11180,36,10,1,14,1,3,5,7,2,4,6
14109000083500002,14,3,33,3,1,6450,50,10,1,14,1,4,6,8,2,4,6
20227000027900001,20,1,66,2,1,6450,30,10,1,20,2,4,6,8,2,4,6
30174000019600001,30,3,26,11,1,18000,58,10,1,30,1,3,5,7,1,3,5
14123000157600006,14,1,36,3,1,10535,140,10,1,14,2,4,6,8,2,4,6
14096000004600001,14,3,53,7,1,3440,48,10,1,14,1,4,5,8,2,4,6
16094000088300002,16,3,62,2,1,4300,40,10,1,16,2,4,6,8,2,4,6
8034000039900001,8,3,18,4,1,4945,40,10,1,8,1,3,5,7,1,3,6
15100000100200006,15,1,23,3,1,5160,40,10,1,15,1,3,5,7,1,3,5
31005000000900002,31,1,48,3,1,5590,72,10,1,31,1,3,5,8,1,3,6
7074000198000001,7,1,63,2,1,7740,48,10,1,7,2,4,6,8,2,4,6
18009000228500003,18,1,17,0,3,2150,70,10,3,18,2,4,6,8,2,4,6
