ID_PERSONA,ENT,SEXO,EDAD,NIVACAD,ALFABET,INGTRMEN,HORTRA,CONACT,SITTRA,ENT_PAIS_TRAB,AGUINALDO,VACACIONES,SERVICIO_MEDICO,UTILIDADES,INCAP_SUELDO,SAR_AFORE,CREDITO_VIVIENDA
22016000002400004,22,3,30,3,1,5590,40,10,1,22,1,3,5,7,1,3,5
25001000252000002,25,3,40,11,1,10000,25,10,1,25,1,3,5,8,1,3,6
8045000181500004,8,1,35,2,1,5160,0,20,2,8,2,4,6,8,2,4,6
8007000074600007,8,1,23,2,1,8600,40,10,1,8,2,4,6,8,2,4,6
21017000121100005,21,1,17,3,1,4300,45,10,3,21,2,4,6,8,2,4,6
7024000151200005,7,1,23,0,3,3440,23,10,1,7,2,4,6,8,2,4,6
20266000049100001,20,1,22,4,1,5600,44,10,1,20,1,3,5,8,1,3,5
29010000219300001,29,1,46,3,1,3010,60,10,1,29,2,4,6,8,2,4,6
15015000154800003,15,1,16,3,1,1290,20,10,3,15,2,4,6,8,2,4,6
31102000027800006,31,3,36,10,1,4300,0,20,1,31,1,3,5,8,1,3,5
25004000058500001,25,1,26,11,1,12000,25,10,1,25,1,3,5,8,1,3,5
14093000232700004,14,1,25,3,1,8600,46,10,1,14,1,3,5,7,1,3,6
12048000099600001,12,1,16,5,1,860,8,10,3,12,2,4,6,8,2,4,6
17025000160900010,17,3,32,0,3,3870,70,10,1,17,2,4,6,8,2,4,6
11046000107700004,11,1,54,11,1,8000,25,10,1,11,1,3,5,8,1,3,5
7051000082300001,7,3,25,13,1,14000,40,10,1,7,1,4,6,8,2,4,6
22016000065300004,22,1,41,3,1,5590,45,10,1,22,2,4,6,8,1,4,6
19046000053500001,19,1,62,7,1,2150,0,20,1,19,2,4,6,8,2,4,6
14122000044600001,14,3,28,11,1,9000,25,10,1,14,1,3,5,8,1,3,5
14025000145700003,14,1,25,3,1,4515,24,10,2,14,2,4,6,8,2,4,6
13015000075000001,13,3,64,2,1,2150,40,10,3,13,2,4,6,8,2,4,6
31027000038200003,31,1,63,2,1,3010,35,10,2,31,2,4,6,8,2,4,6
13052000071300002,13,3,47,3,1,5397,55,10,1,13,1,3,6,7,2,4,6
10008000018900001,10,1,25,11,1,17200,36,10,1,10,1,3,5,7,1,3,5
27004000074800002,27,3,50,11,1,5000,40,10,1,27,1,3,5,8,1,3,5
20467000152400004,20,1,25,2,1,4300,52,10,2,20,2,4,6,8,2,4,6
31002000138700001,31,3,22,11,1,4300,40,10,1,31,1,4,6,8,2,4,6
20160000010400004,20,1,19,2,1,3010,60,10,1,20,2,4,6,8,2,4,6
9016000046500002,9,1,36,4,1,6880,50,10,1,9,1,3,5,7,1,3,5
16071000132600004,16,3,23,11,1,2000,20,15,1,16,2,4,6,8,2,4,6
29001000007400001,29,1,31,4,1,5590,72,10,1,29,1,3,5,7,1,3,5
31012000075500002,31,1,30,4,1,4000,48,10,1,31,1,3,5,7,1,3,5
12011000145000004,12,1,51,7,1,3000,60,10,1,12,2,4,6,8,2,4,6
32035000073700003,32,1,34,11,1,6000,45,10,1,32,2,4,6,8,2,4,6
10036000025500001,10,1,54,11,1,20000,30,10,1,10,1,3,5,8,1,3,5
8026000079500001,8,1,48,2,1,4300,42,10,1,8,2,4,6,8,2,4,6
16017000153200003,16,1,24,4,1,5160,60,10,3,16,2,4,6,8,2,4,6
24040000162700002,24,1,39,2,1,5160,48,10,1,24,2,4,6,8,2,4,6
21089000103900004,21,1,48,3,1,1677,24,10,2,21,2,4,6,8,2,4,6
29054000058300004,29,3,20,4,1,4300,36,10,1,29,2,4,6,8,2,4,6
13081000005100003,13,3,46,3,1,1720,30,10,1,13,2,4,6,8,2,4,6
32029000077700003,32,1,41,2,1,6450,50,10,1,32,2,4,6,8,2,4,6
