ID_PERSONA,ENT,SEXO,EDAD,NIVACAD,ALFABET,INGTRMEN,HORTRA,CONACT,SITTRA,ENT_PAIS_TRAB,AGUINALDO,VACACIONES,SERVICIO_MEDICO,UTILIDADES,INCAP_SUELDO,SAR_AFORE,CREDITO_VIVIENDA
11035000163500006,11,3,43,3,1,8600,60,10,3,11,2,4,6,8,2,4,6
11001000154300001,11,1,25,4,1,5160,48,10,2,11,2,4,6,8,2,4,6
2006000020900002,2,1,59,0,3,4730,45,10,1,2,2,4,5,8,2,4,6
15052000164100002,15,1,22,4,1,3870,42,10,2,15,2,4,6,8,2,4,6
16041000094600001,16,1,28,2,1,4300,40,10,3,16,2,4,6,8,2,4,6
30058000128800003,30,1,42,3,1,2580,30,10,3,30,2,4,6,8,2,4,6
7012000131100006,7,3,32,4,1,6450,84,10,1,7,1,3,6,7,1,4,6
30061000027100003,30,3,44,3,1,1290,7,10,1,30,1,4,6,8,2,4,6
7046000069500003,7,1,67,2,1,2580,30,10,1,7,2,4,6,8,2,4,6
25006000181900001,25,1,22,4,1,6000,48,10,1,25,1,3,5,7,1,3,5
13062000075900006,13,1,31,7,1,6450,40,10,1,13,2,4,6,8,2,4,6
15109000340000002,15,1,18,4,1,8600,48,10,1,9,2,4,6,8,2,4,6
16053000358200002,16,3,40,11,1,12000,48,10,1,16,1,3,5,8,1,3,5
2001000163800004,2,1,56,7,1,17200,70,10,1,2,1,3,5,7,1,3,5
15099000375100004,15,1,36,3,1,6450,72,10,1,15,2,4,6,8,2,4,6
21029000060300001,21,3,21,4,1,1032,14,10,1,21,2,4,6,8,2,4,6
26043000011900001,26,1,18,4,1,7000,48,10,3,26,1,3,5,7,1,3,5
12061000077300001,12,1,45,10,1,9000,35,10,1,12,1,3,5,8,2,4,6
26029000052300003,26,3,18,0,3,4300,48,10,1,26,1,3,5,7,1,3,5
8027000143300002,8,1,47,2,3,6450,50,10,1,8,2,4,6,8,2,4,6
21132000293500001,21,3,23,4,1,1720,24,10,1,21,2,4,6,8,2,4,6
20039000119300007,20,1,25,4,1,9460,50,10,1,20,1,3,5,8,2,4,6
16100000133600002,16,1,40,3,1,10750,0,20,3,16,2,4,6,8,2,4,6
27004000033000003,27,1,48,3,1,16000,40,10,1,27,1,3,5,7,1,3,5
19031000619900005,19,1,38,3,1,15050,66,10,1,19,1,3,5,7,1,3,5
13074000084000004,13,1,64,3,1,8600,90,10,1,13,2,4,6,8,2,4,6
14105000139400001,14,1,34,3,1,5160,48,10,1,14,1,3,5,7,1,3,5
30128000015700005,30,3,39,13,1,10000,25,10,1,30,1,3,5,7,1,3,6
21038000039900005,21,1,47,3,1,6450,70,10,1,21,2,4,6,8,2,4,6
14097000085100007,14,3,33,2,1,3440,84,10,1,14,1,4,6,8,2,4,6
18014000077100001,18,3,51,2,1,3440,35,16,3,18,2,4,6,8,2,4,6
15033000551700001,15,1,54,6,1,15000,48,10,1,9,1,3,5,8,1,3,5
1009000058800003,1,1,27,2,1,7740,63,10,2,1,1,3,5,7,2,4,6
20052000087100003,20,1,19,4,1,0,48,10,2,20,2,4,6,8,2,4,6
30015000058300003,30,3,42,11,1,3000,0,20,1,30,2,3,5,8,1,4,5
15068000028300001,15,1,38,3,1,2580,32,10,2,15,2,4,6,8,2,4,6
15003000195200005,15,1,32,3,1,3010,0,20,1,22,1,3,5,8,2,3,5
9015000129700002,9,3,51,11,1,11000,40,10,1,9,1,3,5,7,1,3,5
14121000185400003,14,1,54,2,1,8600,40,10,1,14,2,4,6,8,2,4,6
20207000077800005,20,1,38,2,3,2580,48,10,2,20,2,4,6,8,2,4,6
5033000041400001,5,1,23,11,1,9890,40,10,1,5,1,3,5,7,1,3,5
20534000062000004,20,1,38,2,1,4300,40,10,1,20,2,4,6,8,2,4,6
15001000088300002,15,3,30,3,1,2795,40,10,1,15,2,4,6,8,2,4,6
21036000053400003,21,1,15,2,3,1290,48,10,2,21,2,4,6,8,2,4,6
7074000077500003,7,1,33,11,1,11600,0,20,1,7,1,3,5,7,1,3,5
14001000138800001,14,3,53,3,1,3440,50,10,1,14,1,3,5,7,1,4,6
5025000007500001,5,1,47,4,1,10750,48,10,1,5,1,3,5,7,1,3,5
11044000012200004,11,1,26,3,1,7181,48,10,1,11,1,3,5,7,1,3,5
20295000091400004,20,3,17,5,1,645,10,15,1,20,2,4,6,8,2,4,6
14097000147000005,14,1,37,2,1,6880,60,10,1,14,2,4,6,8,2,4,6
30110000251000002,30,1,32,2,1,6450,12,10,3,30,2,4,6,8,2,4,6
29024000130400003,29,1,55,3,1,5160,48,10,1,29,1,3,5,7,1,3,5
12020000222700007,12,1,19,3,1,4300,18,10,2,16,2,4,6,8,2,4,6
20338000075600001,20,3,65,11,1,12000,8,10,1,20,1,3,5,7,1,3,5
12055000115300003,12,3,42,4,1,4300,40,10,1,12,2,4,6,8,2,4,6
20346000039900004,20,1,23,4,1,7740,50,10,1,20,2,4,6,8,2,4,6
21065000133800005,21,1,32,4,1,4300,48,10,1,21,2,4,6,8,2,4,6
8058000012800003,8,3,42,5,1,6600,32,10,1,8,1,3,5,8,2,3,6
13013000073400002,13,1,58,3,1,3440,40,10,1,13,1,4,5,8,2,4,6
21073000113500002,21,1,18,3,1,5160,48,10,2,21,2,4,6,8,2,4,6
