500,5mil,50mil,500mil,2500mil
0.8849427,0.0077107,0.0810414,0.6054862,3.5988055
0.0023264,0.0078481,0.0608066,0.5409797,6.5044318
0.0029831,0.006589,0.0554358,0.7948669,5.4610136
0.0021652,0.0167804,0.0667492,0.8323902,4.9774656
0.0020637,0.0044859,0.0503184,0.5667134,5.6517658
0.17889622,0.00868282,0.06287028,0.66808728,5.23869646
