Name,Coef.,Std. Error,t,Pr(>|t|),Lower 95%,Upper 95%
(Intercept),3974.438221375005,286.1780488473188,13.88799119074098,7.632761519608906e-44,3413.5381945318077,4535.338248218202
HORTRA,42.392402866484396,1.2190529451371037,34.77486604301394,1.2124007439097145e-264,40.00309721426967,44.78170851869912
SEXO: 3,-1396.8873470475255,46.35279480883782,-30.135989702635772,2.4737452763870626e-199,-1487.7373754031435,-1306.0373186919076
EDAD,35.21594847105994,1.6686562252601433,21.1043760470014,8.009757937549733e-99,31.945434449071378,38.4864624930485
NIVACAD: 1,681.7670347383475,481.79607892665143,1.415053099346912,0.15705355079793828,-262.5382140093777,1626.0722834860728
NIVACAD: 2,254.21562781917896,156.47018445914392,1.6246905357586348,0.1042291453546512,-52.46104083795359,560.8922964763115
NIVACAD: 3,655.6488381399549,162.43879511086598,4.036282328322298,5.431293663541444e-5,337.2738792461956,974.0237970337143
NIVACAD: 4,1104.9121403048266,166.63521133024082,6.63072427180526,3.34381306446531e-11,778.3123368446402,1431.511943765013
NIVACAD: 5,1549.2497254321,215.59240976212854,7.186012379292236,6.680342672625354e-13,1126.6953439558197,1971.8041069083802
NIVACAD: 6,1412.0303233643767,571.1302906850996,2.472343607744172,0.013423373249458824,292.6328130852203,2531.427833643533
NIVACAD: 7,1272.173876330639,287.29633843269966,4.428089418997767,9.509159947867222e-6,709.08203686944,1835.265715791838
NIVACAD: 8,2870.1075608574174,244.99513409366685,11.714957407113703,1.0787055813338442e-31,2389.9247591258095,3350.2903625890253
NIVACAD: 9,4733.407969999332,801.5727768178664,5.9051506075222635,3.525511704334918e-9,3162.3503929250382,6304.465547073625
NIVACAD: 10,4615.958320569305,256.5457657835511,17.992728535086453,2.3416872589590547e-72,4113.136641918215,5118.779999220395
NIVACAD: 11,5136.1987611604145,170.2684263318807,30.165303525793632,1.022794314175553e-199,4802.477969909043,5469.919552411786
NIVACAD: 12,10076.380748908972,409.93551386164063,24.58040449823018,2.457854038265277e-133,9272.919960581186,10879.841537236758
NIVACAD: 13,11012.13983539309,233.77621678838813,47.10547542721665,0.0,10553.945760759974,11470.333910026207
NIVACAD: 14,13478.958722820038,454.8480931894884,29.633978738490047,8.0268212495910385e-193,12587.470683443284,14370.446762196792
ENT_PAIS_TRAB: 2,2000.1594582491173,310.1951679489684,6.448067748683218,1.133877593479303e-10,1392.186628991229,2608.1322875070055
ENT_PAIS_TRAB: 3,1348.8327881169696,364.17302059604157,3.7038240392144823,0.00021239643148600532,635.0650555790106,2062.6005206549285
ENT_PAIS_TRAB: 4,677.7177746508136,331.4294302392126,2.0448328145200136,0.04087186594242498,28.126455307587662,1327.3090939940394
