ID_PERSONA,ENT,SEXO,EDAD,NIVACAD,ALFABET,INGTRMEN,HORTRA,CONACT,SITTRA,ENT_PAIS_TRAB,AGUINALDO,VACACIONES,SERVICIO_MEDICO,UTILIDADES,INCAP_SUELDO,SAR_AFORE,CREDITO_VIVIENDA
30180000212500001,30,1,27,4,1,2064,28,10,2,30,2,4,6,8,2,4,6
18017000039100004,18,1,18,4,1,2580,19,10,1,18,1,4,6,8,2,4,6
12076000651000005,12,1,18,3,1,6450,66,10,2,2,2,4,6,8,2,4,6
20549000021900002,20,3,81,0,3,860,6,10,1,20,2,4,6,8,2,4,6
31023000071300001,31,1,37,4,1,3870,48,10,1,31,2,4,6,8,2,4,6
2004000341800005,2,1,19,4,1,8170,48,10,1,2,1,3,5,7,1,3,5
14101000203200001,14,3,23,3,1,5590,48,10,1,14,1,3,5,7,1,3,5
15109000349800001,15,1,55,3,1,5160,40,10,1,15,1,3,5,7,1,3,5
13067000064400001,13,3,46,3,1,3440,56,10,3,13,2,4,6,8,2,4,6
15059000138300001,15,3,33,4,1,3010,42,10,1,15,2,4,6,8,2,4,6
12012000010200002,12,3,24,4,1,2795,40,10,3,12,2,4,6,8,2,4,6
31004000012000001,31,1,38,4,1,5600,60,10,1,31,1,3,5,7,1,3,5
17004000156600001,17,1,26,4,1,9460,48,10,1,17,2,4,6,8,2,4,6
16040000143000007,16,3,27,3,1,3440,54,10,1,16,1,4,6,8,1,4,6
16077000128600004,16,1,28,3,1,5160,45,10,2,16,2,4,6,8,2,4,6
18020000060100002,18,3,45,4,1,7740,40,10,1,18,1,3,5,8,1,3,5
14109000069700002,14,3,34,4,1,8600,50,10,1,11,1,3,5,7,1,3,5
6002000068100003,6,3,39,3,1,4300,21,16,1,6,2,4,6,8,2,4,6
15044000096400005,15,1,26,3,1,6000,48,10,1,15,1,3,5,8,2,3,5
13068000122400001,13,1,30,3,1,3354,48,10,2,16,2,4,6,8,2,4,6
7079000120800001,7,3,43,2,1,1290,45,10,1,7,2,4,6,8,2,4,6
31010000066200002,31,1,40,2,1,7740,60,10,1,31,2,4,6,8,2,4,6
17010000057200001,17,3,28,8,1,4300,48,10,1,17,1,3,5,8,1,4,6
11015000167500004,11,1,38,3,1,6450,48,10,3,11,2,4,6,8,2,4,6
28012000034400005,28,1,60,2,1,4300,48,10,1,28,1,3,5,7,1,3,5
17024000094600004,17,1,25,4,1,4,60,10,1,17,2,4,6,8,2,4,6
14065000003900002,14,1,40,3,1,8600,48,10,1,14,1,4,6,8,2,4,6
19038000036100001,19,3,44,2,1,4300,40,10,1,19,2,4,6,8,2,4,6
5002000173700001,5,3,34,3,1,4730,42,10,1,5,1,3,5,7,1,3,5
13018000162300005,13,1,17,3,1,3225,35,10,2,13,2,4,6,8,2,4,6
20232000050200004,20,3,32,11,1,9900,35,10,1,20,1,3,5,8,1,3,5
15114000177800001,15,1,60,2,1,5160,60,10,1,9,1,3,6,8,2,4,6
30012000067000004,30,1,33,4,1,6450,71,10,1,30,2,4,6,8,2,4,6
31091000002300001,31,1,26,3,1,3440,30,10,1,31,2,4,6,8,2,4,6
15019000128100004,15,1,16,3,1,3440,20,10,1,15,2,4,6,8,2,4,6
16036000029800004,16,1,40,3,1,5160,54,10,1,16,2,4,6,8,2,4,6
3001000008100005,3,1,29,4,1,10000,40,10,1,3,1,3,5,7,1,3,5
30193000409000003,30,3,40,2,3,4300,42,10,1,30,2,4,6,8,2,4,6
30077000014400002,30,1,69,2,1,3000,70,10,1,30,2,4,6,8,2,4,6
16083000140400003,16,3,26,3,1,5160,20,10,1,16,1,4,6,8,2,4,6
14113000007700002,14,3,58,3,1,4300,28,16,1,14,2,4,6,8,2,4,6
16106000122500004,16,1,35,2,1,2580,24,10,1,16,2,4,6,8,2,4,6
30162000114300003,30,1,39,0,3,2580,48,10,2,30,2,4,6,8,2,4,6
15081000082700007,15,1,50,5,1,8600,60,10,1,15,2,4,6,8,2,4,6
21156000092400003,21,1,24,3,1,1075,4,15,3,21,2,4,6,8,2,4,6
14098000081900003,14,1,67,2,1,3870,60,18,3,14,2,4,6,8,2,4,6
8062000006900001,8,1,18,5,1,1720,9,10,1,8,2,4,6,8,2,4,6
9008000116200001,9,1,41,11,1,40000,40,10,1,9,2,4,5,8,2,4,6
21015000215300010,21,3,34,3,1,6450,48,10,1,21,1,3,5,7,1,3,5
9010000402900001,9,3,29,4,1,10000,30,10,1,9,1,3,5,7,1,3,5
4002000055600001,4,1,25,4,1,4300,70,10,1,4,1,3,6,8,2,4,6
20033000011600004,20,1,38,3,1,4000,50,10,1,20,1,3,5,8,1,3,5
26072000129900003,26,1,31,3,1,10000,48,10,2,26,1,3,5,7,1,3,5
15107000139600002,15,1,33,3,1,1290,18,10,1,15,2,4,6,8,2,4,6
30160000205500003,30,3,32,11,1,6450,72,10,1,30,1,4,5,8,2,3,6
31041000219300004,31,1,26,4,1,4730,48,10,1,31,1,3,5,7,1,3,5
20550000068800002,20,1,20,3,1,6450,44,10,2,20,2,4,6,8,2,4,6
30118000218900003,30,1,39,4,1,0,48,10,1,30,1,3,5,7,1,3,5
17003000201100003,17,1,28,2,1,5160,60,10,3,17,2,4,6,8,2,4,6
30127000398300001,30,1,38,2,1,4000,48,10,1,30,2,4,6,8,2,4,6
11003000043600004,11,1,47,3,1,8000,48,10,1,22,1,3,5,8,1,3,6
15088000052600001,15,1,14,3,1,430,42,15,3,15,2,4,6,8,2,4,6
7026000088700004,7,1,35,3,1,3870,54,10,3,7,2,4,6,8,2,4,6
20396000024200002,20,1,44,0,3,2150,40,10,2,20,2,4,6,8,2,4,6
7101000218300003,7,1,44,3,1,2580,98,10,1,7,2,4,6,8,2,4,6
20306000066500001,20,1,41,3,1,3096,48,10,1,20,2,4,6,8,2,4,6
13069000253700002,13,1,44,2,1,4300,40,10,1,13,2,4,6,8,2,4,6
10039000032500006,10,1,45,11,1,10000,54,10,1,10,2,3,5,8,2,4,6
30093000042600004,30,3,26,8,1,3748,18,10,1,30,2,4,5,8,2,4,6
17016000079000001,17,1,25,3,1,3010,38,10,2,17,2,4,6,8,2,4,6
5004000010700001,5,1,35,11,1,24000,50,10,1,5,1,3,5,7,1,3,5
17028000000600002,17,1,59,3,1,4300,72,10,1,17,1,3,5,7,1,3,5
