"","2500mil","500","500mil","50mil","5mil"
"1",30.0534710884094,27.2796130180359,27.6197850704193,27.5716710090637,26.6430289745331
"2",34.2095921039581,27.6284210681915,27.5834159851074,28.1936340332031,28.0815482139587
"3",32.8748159408569,27.6788489818573,27.2676520347595,26.755823135376,28.7386591434479
"4",30.3357131481171,26.7622120380402,26.0485031604767,27.3745291233063,38.0194048881531
"5",33.0590150356293,26.7567081451416,26.618625164032,26.8563780784607,32.5907881259918
"6",32.1065214633942,27.2211606502533,27.027596282959,27.350407075882,30.8146858692169
