2500mil,500mil,500,50mil,5mil
4.646520853,0.835858822,0.007337809,0.078123808,0.017911911
4.361535072,0.795897007,0,0.066045284,0.017766953
4.347642183,0.874829769,0,0.073797226,0
4.347734451,0.918286562,0.015768051,0.078267813,0
4.37817812,0.818331957,0.001996517,0.06254673,0.020658255
4.416322136,0.848640823,0.005020475,0.071756172,0.011267424
