,0
0,3811.914655802543
1,42.14202568652315
2,35.13850855941155
3,-1436.7723066029157
4,173.64122437381502
5,314.6862823437266
6,688.563382115512
7,1213.4283660601427
8,1549.9054019104606
9,1709.3947357217119
10,1633.3991205304696
11,2620.3232488523113
12,4397.565323063713
13,4561.533683781641
14,5193.172785806144
15,10686.311747261974
16,10524.209763292522
17,14373.759980430073
18,2311.70274581197
19,1861.0737547111496
20,574.4407054973584
21,255.99578592966918
22,430.12296167461545
23,-1557.9325856445475
24,1340.7409735555548
25,2555.110718001303
26,-397.8313725385451
27,542.4955832533878
28,-913.2851252901512
29,-749.9803050068701
30,555.063243999532
31,460.50874774768533
32,196.48304008819292
33,-408.9661340980974
34,-45.86653717747885
35,1774.321957851786
36,-681.4012619789562
37,-986.507837855233
38,713.8422702253083
39,463.1432614669062
40,-337.327276289825
41,-105.71214511864167
42,1010.3715719461459
43,-479.79115540130346
44,-259.2358272972141
45,-1320.177287156051
46,-1091.4511833445758
47,-1146.513987322192
48,-423.9449651792753
49,-677.4937384085547
50,-726.559063411873
51,-548.8094571044389
52,-816.5502684080097
53,-1365.6446279079205
