,0
0,593.5929378857645
1,52.0581256222469
2,47.19602839710326
3,-1199.1349340643346
4,497.6160566990602
5,965.4843398844541
6,1801.963401519805
7,2707.3568027693764
8,3343.545940536689
9,4547.458113961917
10,3080.6095832238348
11,4732.516035466161
12,6137.740224050563
13,6571.919282902857
14,7343.33912897161
15,11995.705099478077
16,13087.514783902481
17,17311.24591476222
18,2283.55521426324
19,1747.5507416072876
20,396.44068202397835
21,371.40108246571424
22,242.4415983394322
23,-2411.2666755879713
24,1372.7095794459412
25,2044.5354326462063
26,-645.6795572955119
27,43.733422234266975
28,-1826.6462507516535
29,-1490.808214132496
30,287.1404302178292
31,-5.508035475995623
32,-601.8617929424076
33,-1336.7897448239714
34,-748.6361422384088
35,1982.3045405485109
36,-1553.9590662952887
37,-1818.1639136944175
38,527.4596421271417
39,605.9519702715016
40,-875.6864207846278
41,-660.1338964177052
42,486.9732570772171
43,-1053.5568030866948
44,-463.778740559536
45,-1731.19921335694
46,-1873.652600377586
47,-1483.420798287702
48,-801.8952091224751
