2500mil,500mil,500,50mil,5mil
5.069840431,1.014848948,0.016712904,0.079337835,0.015626192
4.6007092,0.928511381,0,0.062530994,0
4.64930582,0.920173168,0,0.079287529,0.015623569
4.794571161,0.966368198,0,0.078122377,0.015629292
4.582977772,0.9392941,0.016772747,0.070128202,0.016804934
4.739480877,0.953839159,0.00669713,0.073881388,0.012736797
