2500mil,500mil,500,50mil,5mil
5.153600216,1.011449099,0,0.082247019,0.015590191
5.175792217,0.952826977,0.017745495,0.073107243,0.023560762
4.729356766,0.957290649,0,0.081892014,0.015699625
5.185245752,0.968093634,0,0.069577694,0
5.27954936,0.981568336,0.017898798,0.082808018,0.015632629
5.104708862,0.974245739,0.007128859,0.077926397,0.014096642
