,0
0,3957.889597727889
1,41.777014842967326
2,35.12943909981183
3,-1480.6210335292394
4,-0.7466174914561634
5,320.712972885751
6,715.3107628706971
7,1494.6920704606255
8,1242.9031886703942
9,1760.6660006889206
10,1829.7627383038791
11,2625.6350796373617
12,2768.9431190229575
13,4085.2795407958492
14,4959.826093353931
15,11603.095104026608
16,10491.600657534556
17,13595.96094979775
18,2907.8657440557977
19,1644.800744056924
20,2821.9854881231627
21,-151.46090004917778
22,205.2875834566944
23,-1875.1975646341557
24,772.7175158448547
25,1970.5361305486922
26,-732.3379750613053
27,238.77469145350835
28,-1126.7941352884393
29,-973.685981068455
30,326.1678038703184
31,515.6786096986848
32,-90.05500299062157
33,-1057.4447836304716
34,-356.21008965506235
35,1574.1062691995205
36,-1026.486256541507
37,-1397.5729697723755
38,805.1503990497022
39,363.83098637623164
40,-652.5971746672972
41,-373.35478926107896
42,470.43229572860537
43,-748.3722838663466
44,-644.1740622858338
45,-1728.7677401500216
46,-1261.7249646977605
47,-1388.3163583812966
48,-916.5691667964398
49,-820.3743625411153
50,-980.2803023142419
51,-517.0824392755783
52,-757.624417214025
53,-1237.5780973621095
