,0
0,3751.6194856177253
1,38.590790845583726
2,36.84581064903392
3,-1309.524968753042
4,67.94021303223326
5,-33.93277481247168
6,602.8904197265492
7,1056.2698648378878
8,1903.7138972763196
9,1513.269787994935
10,587.916493750055
11,3628.263922645227
12,3363.0813325841136
13,4647.433675804417
14,5492.449256303777
15,9274.107309978423
16,8949.49183843382
17,14455.358378226047
18,1655.0283635081164
19,1518.0599058979678
20,172.43205597470092
21,480.7482229242696
22,352.3353257170674
23,-1658.3646274576474
24,1688.1400864332522
25,2756.06798400726
26,-578.8353132289469
27,1135.9945673276327
28,-724.6276148604919
29,-831.6112298338567
30,752.0905179817705
31,1597.8775134054363
32,340.0761827453129
33,-424.8639119262556
34,-367.31601633136074
35,1885.4204776944146
36,-629.2110481812017
37,-736.156893424559
38,530.7526925511115
39,333.97780732493925
40,-202.7742498357702
41,-181.83845585375423
42,589.2578349556829
43,-742.8248129401384
44,144.737037332588
45,-1237.2359996901155
46,-994.9770810996945
47,-1292.5598340025879
48,-490.8239105886915
49,-622.6380744803814
50,-724.3077670287369
51,-725.5252018428939
52,-2090.283092071836
