,0
0,733.5951540745145
1,47.31504856041676
2,38.29008242726695
3,-1168.800854962123
4,-1291.2215732111972
5,1249.265890188979
6,1359.890250871455
7,2674.2353034542766
8,2277.08772735972
9,1867.909209697478
10,2145.538209575028
11,3496.045358563095
12,874.8447971577019
13,6075.443460639286
14,6324.493763294725
15,8955.947561524887
16,10496.362887679488
17,8690.08288722764
18,4070.5257028429883
19,2034.3857897919108
20,1205.4509148732463
21,396.5624156137374
22,1456.768714164471
23,-1261.5291146273223
24,1155.4083708158912
25,3381.3996260559506
26,672.8918462617083
27,671.7638581129286
28,-567.3269537683677
29,561.6584564433143
30,953.631436064441
31,828.7272340953607
32,753.2128498373479
33,-696.1638307588453
34,2283.1874701653014
35,1958.8199915474488
36,-345.1517915227246
37,-39.433376246411854
38,1686.307987790451
39,682.0039814022088
40,44.49396837108503
41,479.7851556655253
42,4832.092076508777
43,1046.5960860488326
44,1253.3921911626503
45,-978.4130770790657
46,-721.5862251330464
47,-567.0825734433149
48,-163.3743631509775
49,-1763.2003692707317
50,-1031.3505876574009
