2500mil,500mil,500,50mil,5mil
4.86914134,0.987220526,0.005672216,0.072723627,0.015626192
4.776349068,0.891614437,0.00200057,0.0726161,0
5.035455465,0.922904491,0,0.071546316,0.016970158
4.861486912,1.019108534,0,0.071545839,0.016755819
5.040650606,0.934987307,0.014744759,0.085796356,0.015656948
4.916616678,0.951167059,0.004483509,0.074845648,0.013001823
