,0
0,-215.74471574165545
1,55.801829030986994
2,65.98476565816425
3,-694.9533911522577
4,510.662859375622
5,1447.2533080998853
6,1177.9346038621688
7,2138.506736780736
8,1610.9010634513706
9,-32.569756874444465
10,3450.173348039818
11,3473.96353885854
12,4607.603046408276
13,5004.233573049065
14,6048.5089039726745
15,9142.992194123213
16,14118.10186422739
17,11732.575783867185
18,4261.828303288688
19,1951.161971673949
20,1758.260710854344
21,628.8301481487288
22,71.62187002237351
23,-2126.207960473001
24,1199.3825527526706
25,2953.4956109283803
26,-933.6079551847117
27,6596.167653289309
28,-1272.1982255325993
29,-1317.8481847190171
30,488.871320934178
31,-523.4343790205126
32,5.427144145638067
33,-1085.4300378366115
34,-189.4860712216223
35,2217.811704008663
36,-583.5291962343633
37,-1301.2126779740272
38,1090.5167386690223
39,-419.15612321741173
40,-624.4640247503708
41,375.04666229043437
42,338.17016375699495
43,-733.8245712914869
44,595.7016604116735
45,-715.0659887892241
46,-1256.5429457009507
47,-911.4043003743494
48,-198.0792041455652
49,-1333.4058989218952
50,-1434.7809930555948
51,-809.412783375223
