,0
0,730.3093027982004
1,48.6690140426078
2,42.52909799692233
3,-1212.1168011362777
4,241.2195759179308
5,1108.570201506477
6,1874.9586219579367
7,2854.474011257069
8,3469.694436476556
9,5008.821258858838
10,3131.8066192569972
11,4087.568182399733
12,10123.887928228109
13,6158.39010957913
14,7573.05896978863
15,8305.089754414532
16,11753.364278510679
17,7126.387011773025
18,2420.2198530100222
19,2004.097466060097
20,-227.05319630094834
21,-676.9281701336195
22,621.0180518354665
23,-2296.6546349064993
24,-131.78599147596398
25,1250.4165518436832
26,-654.4071635359426
27,-388.86476077711643
28,-1718.2329089602704
29,-1507.0143868683103
30,447.98905862238547
31,-468.5695245007759
32,46.48648741058966
33,-1600.0834096976973
34,-587.3605546892528
35,2123.737434026601
36,-408.81467331758785
37,-1812.307145237729
38,-31.893388316459628
39,-678.5056961078759
40,-1099.4526130819313
41,898.2029615547776
42,1095.9089245306318
43,-1421.983966137664
44,-857.7336571314719
45,-1614.6772681499558
46,-1688.6348088189457
47,-1612.638634536379
48,-833.2498501309013
