,0
0,2316.4250748881095
1,44.51747236135515
2,44.1492332447263
3,-1388.9222184303376
4,-160.64180235767753
5,233.8953879769433
6,895.4104000241214
7,1696.6822779414688
8,2220.4694607618167
9,1919.7973787842884
10,2076.997132431106
11,3292.6692521067416
12,5353.213444472851
13,5403.921211085153
14,6105.619090210148
15,11228.39715311118
16,11812.711447331014
17,15335.371650059342
18,2033.5027291171782
19,1600.0104334562677
20,-361.23281809905257
21,430.0315974090378
22,231.03179467406898
23,-2294.92513585788
24,1449.10561887539
25,1879.9398506805242
26,-649.7788858187873
27,160.78054757395137
28,-1579.1372542722456
29,-1407.2502572671892
30,236.36879360626176
31,-148.4353716210536
32,-375.8880884557891
33,-1026.6618965583102
34,-494.50343065304355
35,1855.3153521208917
36,-1402.9108030385846
37,-1698.6359579089153
38,448.5892279407373
39,356.9661563432676
40,-719.5447332935179
41,-335.9633246577597
42,897.5744266087855
43,-843.7905299738626
44,-408.56425906236007
45,-1919.654624211759
46,-1669.5706815322947
47,-1502.8741589770573
48,-922.4194548730684
49,-1260.1526980678345
50,-1429.0144381656855
51,-646.752484898243
