2500mil,500mil,500,50mil,5mil
4.978758097,1.093590021,0,0.071395397,0.017828226
4.914303064,0.98334384,0.021245003,0.074625492,0
4.807049751,0.896611691,0,0.072884798,0.017804384
4.952670336,0.949404001,0,0.088293076,0.017874241
4.902737141,0.966926098,0.017865419,0.07828021,0
4.911103678,0.97797513,0.007822084,0.077095795,0.01070137
