,0
0,576.7429945909726
1,51.04469007395141
2,46.77786627050341
3,-1202.9010752952186
4,517.7545591661309
5,948.6992508164689
6,1786.8688681385895
7,2750.746839223531
8,3243.1227386005216
9,3407.9836560548374
10,3322.934081879964
11,4594.387064855419
12,6411.87091808762
13,6907.050555024913
14,7362.22303751151
15,12695.823437626248
16,13189.903862239942
17,16619.982416378625
18,2420.10327721925
19,1777.8356159952064
20,99.8149430231474
21,472.709768538087
22,205.47255381292464
23,-2315.6343932263007
24,1397.918390170665
25,2327.9353931168685
26,-607.9393031093156
27,405.2493828922489
28,-1718.689835495735
29,-1394.3723644157617
30,372.5585573742201
31,90.38732619346892
32,-365.6893623973542
33,-1104.5502831899319
34,-660.7271201916587
35,1996.119526329429
36,-1474.1977272697068
37,-1764.8148027843145
38,573.7199754034499
39,294.3621456292229
40,-746.4934619118239
41,-451.53641044847603
42,769.2311765653204
43,-932.7952060115678
44,-498.5565378767573
45,-1888.1293315641524
46,-1791.9609135836677
47,-1415.9385570540314
48,-828.9044563022909
