,0
0,3974.4382213747012
1,42.39240286648429
2,35.21594847106269
3,-1396.887347047517
4,681.7670347383887
5,254.21562781923922
6,655.6488381400413
7,1104.912140304904
8,1549.2497254321788
9,1412.0303233644668
10,1272.1738763307264
11,2870.107560857482
12,4733.407969999396
13,4615.958320569391
14,5136.198761160489
15,10076.380748909089
16,11012.139835393147
17,13478.958722820076
18,2000.1594582492307
19,1348.8327881170824
20,677.7177746509387
21,246.8400899607725
22,256.82646675732406
23,-1515.0148237889923
24,1512.1921727491747
25,2929.456359665565
26,-413.45693546964003
27,256.13201548420443
28,-852.0364104696098
29,-628.4693977914812
30,530.4867417939669
31,641.8142904494289
32,372.26991243459224
33,-484.770488727409
34,-67.96666253571902
35,2068.3795660700935
36,-621.9397769013565
37,-935.2340552681566
38,684.0199301346587
39,202.9826506289379
40,-426.2933890083508
41,-147.23460270256192
42,877.9325362734781
43,-486.4234415583768
44,-154.10469540706492
45,-1177.5777521761333
46,-1000.066465035432
47,-1111.6621308619212
48,-380.94615658510503
49,-635.0774168623652
50,-690.9011179660824
51,-598.0331538294622
52,-520.8997877170086
53,-738.6839787889899
54,-1174.7805593305516
