,0
0,4044.0029730905358
1,41.12933470968992
2,34.34649663326837
3,-1403.3041464520966
4,229.4002650851171
5,285.50295207258546
6,648.2946902817253
7,1143.0910920069518
8,1512.2017823009764
9,1756.4034658843675
10,1438.5522413403696
11,2509.330738951519
12,4276.806721315378
13,4335.919333627766
14,5073.40642750257
15,10356.7932389653
16,10597.126200746046
17,14051.754785250352
18,2251.086254275912
19,1814.0490138859748
20,500.86839556163545
21,252.88836142198255
22,431.7838946848311
23,-1478.1706868027568
24,1516.982194349403
25,2541.079053159537
26,-331.91530556659063
27,556.4065489422753
28,-819.4478358436338
29,-671.7288813203893
30,606.5444692733994
31,534.0488605777441
32,266.50408933834524
33,-333.3620268768286
34,-71.00133819642792
35,1814.368199360356
36,-621.442315542209
37,-905.102306750917
38,701.5245687923964
39,505.20794175251274
40,-294.7377740744043
41,-104.99587008782976
42,935.9830006638817
43,-448.47850103126444
44,-241.1301895405707
45,-1206.2318168068264
46,-1034.1600225057769
47,-1052.2550387182407
48,-389.2242536652638
49,-668.4393760258548
50,-671.6357369005705
51,-534.6833701531571
52,-483.42688465362585
53,-812.440302793686
54,-1118.5489455789943
