,0
0,4197.473266136744
1,41.40756331137608
2,35.15268848792479
3,-1455.6810229474881
4,357.5089542206879
5,38.997864191117515
6,399.2328161727928
7,948.9120186320274
8,1144.0235821493407
9,1106.429807668907
10,1135.6408391179148
11,2521.817954594326
12,4112.59660361381
13,4291.12434667769
14,4900.209512736747
15,9996.945376361728
16,10734.34264510262
17,13311.378989407227
18,1767.9566569503472
19,1808.6494210616088
20,1222.3667138559072
21,150.24252913245255
22,569.985278825103
23,-1615.7467534429968
24,1675.540462048937
25,2397.8098404521375
26,-398.58627642718625
27,534.2197013200956
28,-928.8484955940029
29,-655.0771881702959
30,509.4899529335068
31,320.34355205948924
32,142.79644027903373
33,-101.23950788793172
34,-49.651975234171005
35,1771.516773797402
36,-739.502693372931
37,-1060.007085819358
38,634.4568470801178
39,401.60155930622216
40,-368.0783182789937
41,26.298185845639864
42,827.5998782876788
43,-569.0804681694672
44,-282.1630247173972
45,-1277.5217062305426
46,-1101.3598608668003
47,-1162.9857847063352
48,-427.9978875098352
49,-676.1949300809486
50,-616.4495317042088
51,-771.3081515151662
52,-862.5898231252218
53,-1385.8316158746711
