,0
0,3688.648485257692
1,41.078351830974796
2,36.26247739941118
3,-1445.5844099704345
4,397.03274655859786
5,365.2548511404767
6,755.5047738811845
7,1282.2127984257686
8,1553.3712543713755
9,2033.3363742131337
10,2030.1350191181657
11,2905.831535633765
12,4781.995796161276
13,4450.1420527111695
14,5388.011661084295
15,10423.279555691262
16,10702.612769317126
17,14688.16980612438
18,1890.8953190910029
19,1603.9288591535146
20,6.089573863139549
21,191.85868308659064
22,422.86148148675073
23,-1767.1332592852368
24,879.472761918478
25,2434.7349624415488
26,-623.4565708920295
27,149.9505685729152
28,-1223.0806641104116
29,-1077.295103246894
30,229.87060107723585
31,269.5467181056056
32,-134.96865448464652
33,-883.2244538264463
34,-309.0585582906365
35,1593.7186067789933
36,-992.2342136946265
37,-1326.9668330727177
38,532.0017525598997
39,363.75984201064216
40,-598.7854744522183
41,-336.4949956708813
42,965.6973751400312
43,-929.9502421027461
44,-447.39664626025973
45,-1492.1018786763234
46,-1392.702392424887
47,-1437.5125235598746
48,-610.0121574720274
49,-736.8285035873155
50,-741.1657930219909
51,-535.5227642259937
52,-1791.753109270051
