,0
0,1463.1394180864909
1,43.70158020361107
2,45.04782901195988
3,-1531.955817931513
4,265.71461772690304
5,852.7254732794545
6,1636.6563828551425
7,2514.8339143504204
8,2469.544059096001
9,2882.789237531946
10,6286.833019688742
11,4293.806805874696
12,6918.1120787635
13,5971.90774112988
14,6548.733253278422
15,12368.426247348827
16,11867.58658867666
17,18514.173517318028
18,1653.1263245571708
19,1498.614725391385
20,-873.3170635498923
21,422.30494022720677
22,-112.16496813701485
23,-1933.1984342118749
24,952.2825167190318
25,2817.2256521550066
26,-427.035256387795
27,452.01282815396394
28,-1471.4552396934916
29,-460.5910267748009
30,481.83404904672375
31,-79.54195733783666
32,282.23704412539973
33,-1292.6125761809417
34,-665.431958146225
35,1961.9650814286038
36,-1133.5489012138655
37,-1456.7666020434444
38,631.5229974812872
39,-14.872266918258902
40,-795.3392116772527
41,51.52132660615539
42,692.6622465645371
43,-1191.0467186460796
44,-202.0069104265651
45,-1355.332645177846
46,-1492.8994575875852
47,-1030.824427468844
48,-797.2169504364788
49,-1381.8690616826811
50,-1322.5006505512158
