,0
0,3478.180976991289
1,41.59660192120404
2,36.965182672251615
3,-1435.9725711081105
4,83.92305925289656
5,290.7341470619981
6,714.0960776737729
7,1325.3021506524706
8,1697.8033163523914
9,2096.503248178853
10,1759.329752294829
11,2868.4149729393575
12,4401.952295282761
13,4802.0954163651695
14,5418.186697875516
15,10894.872459218359
16,10968.134833687322
17,14572.294245292223
18,2338.798278865435
19,1780.7534797887224
20,399.7074861170788
21,331.3823010237675
22,277.45702352642013
23,-1710.6609190681356
24,1293.39808406585
25,2499.345843440813
26,-470.66005688704445
27,538.6789795053891
28,-1065.3179470611472
29,-881.4868498351507
30,468.62523602104534
31,431.7583425804005
32,100.79293280616719
33,-518.8949237286347
34,-156.28445474390435
35,1830.7427778428519
36,-791.6368945147581
37,-1122.3247995777342
38,679.854052348498
39,403.9832232536029
40,-523.3872785886989
41,-206.36456870132577
42,993.6853105061219
43,-621.3218131530707
44,-310.05253880814087
45,-1395.433085389459
46,-1221.9760108656044
47,-1352.7751442934848
48,-470.65522216261354
49,-722.5365279044627
50,-784.6022963761042
51,-549.3394398260186
52,-1791.293940916573
